"docid","docnumber","docdate","parent","request"
525464,"З-03239","2023-11-30 07:47:02.008112+03",NULL,"1111415000498"
534827,"З-03511","2023-12-28 13:47:02.355326+03",NULL,"1022301597647"
532300,"ОП-З-03440-002","2023-12-20 10:54:58.650205+03",532205,"1025401011680"
534008,"ОП-З-03486-001","2023-12-25 16:06:04.329838+03",533997,"1027700379739"
534195,"З-03493","2023-12-26 12:53:02.570178+03",NULL,"1023601581310"
533813,"О-З-03478-001","2023-12-25 11:00:02.402951+03",533806,"1022601977364"
534926,"ОП-З-03514-001","2023-12-28 15:50:04.809693+03",534915,"1033600041683"
533531,"З-03468","2023-12-22 10:56:03.10181+03",NULL,"1022900529431"
534846,"З-03513","2023-12-28 15:06:02.138869+03",NULL,"1022100909710"
533806,"З-03478","2023-12-25 10:59:01.498648+03",NULL,"1022601977364"
534857,"ОП-З-03510-001","2023-12-28 15:14:24.675653+03",534820,"1027000853978"
534883,"ОП-З-03512-001","2023-12-28 15:16:23.22124+03",534839,"1026103709499"
533576,"З-03470","2023-12-22 12:41:01.633718+03",NULL,"1021602857605"
500336,"З-02515","2023-10-17 09:36:02.164288+03",NULL,"1027806887184"
533832,"ОП-З-03478-001","2023-12-25 11:37:41.478556+03",533806,"1022601977364"
518240,"З-03063","2023-11-16 11:42:02.516608+03",NULL,"1022900529431"
533687,"З-03474","2023-12-22 15:29:02.15965+03",NULL,"1027809197635"
494058,"З-02358","2023-10-06 15:26:01.902074+03",NULL,"1024600966290"
534268,"ОП-З-03489-002","2023-12-26 14:45:02.816721+03",534105,"1034316504540"
534428,"ОП-З-03499-001","2023-12-26 17:01:30.227373+03",534390,"1034700559475"
532063,"З-03434","2023-12-20 06:37:02.490374+03",NULL,"1027200835859"
519932,"З-03115","2023-11-17 15:17:02.392632+03",NULL,"1034316504540"
534390,"З-03499","2023-12-26 16:53:02.18666+03",NULL,"1034700559475"
515606,"З-02984","2023-11-13 14:28:02.75929+03",NULL,"1057747900143"
534375,"О-З-03489-002","2023-12-26 16:52:02.108454+03",534105,"1034316504540"
534406,"ОП-З-03489-004","2023-12-26 16:54:30.731182+03",534105,"1034316504540"
534303,"З-03497","2023-12-26 15:10:01.604232+03",NULL,"1024001340505"
533665,"З-03473","2023-12-22 14:38:02.27989+03",NULL,"1023601560510"
533885,"З-03483","2023-12-25 13:23:02.264408+03",NULL,"1033500072660"
534436,"О-З-03489-003","2023-12-26 17:03:02.486884+03",534105,"1034316504540"
534174,"ОП-З-03491-001","2023-12-26 12:14:34.664712+03",534156,"1023801748761"
534314,"ОП-З-03497-001","2023-12-26 15:16:16.559061+03",534303,"1024001340505"
534336,"О-З-03464-001","2023-12-26 16:19:02.203171+03",533389,"1037828029007"
534446,"ОП-З-03499-002","2023-12-26 17:30:20.714696+03",534390,"1034700559475"
534416,"ОП-З-03489-005","2023-12-26 16:58:20.949258+03",534105,"1034316504540"
534156,"З-03491","2023-12-26 10:54:02.177416+03",NULL,"1023801748761"
533871,"З-03481","2023-12-25 12:36:02.144879+03",NULL,"1022301812500"
534202,"З-03494","2023-12-26 12:56:02.467908+03",NULL,"1026900570201"
534456,"ОП-З-03489-006","2023-12-26 17:25:06.028877+03",534105,"1034316504540"
534581,"О-З-03504-001","2023-12-27 12:26:02.23039+03",534561,"1027739291580"
534209,"З-03495","2023-12-26 13:01:01.82653+03",NULL,"1027000885251"
515617,"З-02985","2023-11-13 14:28:03.234629+03",NULL,"1057747900143"
533997,"З-03486","2023-12-25 15:59:01.781481+03",NULL,"1027700379739"
533852,"З-03480","2023-12-25 11:48:01.514689+03",NULL,"1025901510403"
534839,"З-03512","2023-12-28 14:48:01.959727+03",NULL,"1026103709499"
496522,"З-02429","2023-10-10 19:07:02.120662+03",NULL,"1025901702485"
534327,"О-З-03489-001","2023-12-26 16:13:01.766329+03",534105,"1034316504540"
534465,"О-З-03489-004","2023-12-26 17:30:01.490245+03",534105,"1034316504540"
534896,"ОП-З-03513-001","2023-12-28 15:17:40.475143+03",534846,"1022100909710"
534482,"ОП-З-03489-007","2023-12-26 17:31:04.241405+03",534105,"1034316504540"
534552,"О-З-03498-001","2023-12-27 09:41:01.532053+03",534351,"1037739049105"
534906,"ОП-З-03508-002","2023-12-28 15:38:10.162449+03",534746,"1159102037940"
534491,"З-03500","2023-12-26 17:32:01.66658+03",NULL,"1033600044070"
534915,"З-03514","2023-12-28 15:48:01.847961+03",NULL,"1033600041683"
534620,"ОП-З-03498-003","2023-12-27 13:27:54.772035+03",534351,"1037739049105"
534973,"ОП-З-03516-001","2023-12-29 00:00:59.175687+03",534942,"1027810232680"
534351,"З-03498","2023-12-26 16:45:02.244449+03",NULL,"1037739049105"
534105,"З-03489","2023-12-25 17:36:01.702343+03",NULL,"1034316504540"
534654,"З-03505","2023-12-27 14:43:01.575255+03",NULL,"1027802505279"
534997,"О-З-03490-001","2023-12-29 09:52:01.71506+03",534134,"1022402471992"
534699,"О-З-03505-001","2023-12-27 15:30:02.385957+03",534654,"1027802505279"
534962,"З-03517","2023-12-28 17:45:01.623841+03",NULL,"1034316511041"
535010,"ОП-З-03517-001","2023-12-29 10:15:55.568379+03",534962,"1034316511041"
534820,"З-03510","2023-12-28 13:44:01.99166+03",NULL,"1027000853978"
534942,"З-03516","2023-12-28 16:43:01.829778+03",NULL,"1027810232680"
535170,"З-03527","2023-12-29 17:51:02.349231+03",NULL,"1027000885251"
534981,"З-03518","2023-12-29 02:40:01.611437+03",NULL,"1022501297785"
532727,"З-03451","2023-12-21 08:07:01.527337+03",NULL,"1022501297785"
535127,"О-З-03519-001","2023-12-29 12:40:02.273856+03",534988,"1027600693812"
535120,"З-03522","2023-12-29 11:43:02.285951+03",NULL,"1027700215344"
535193,"З-03530","2023-12-30 10:11:01.502881+03",NULL,"1026602950065"
535177,"З-03528","2023-12-29 17:51:02.654448+03",NULL,"1027000885251"
535185,"З-03529","2023-12-29 19:12:02.381085+03",NULL,"1026604939855"
534988,"З-03519","2023-12-29 08:23:01.613368+03",NULL,"1027600693812"
535155,"З-03525","2023-12-29 15:52:02.117803+03",NULL,"1117847434990"
532336,"З-03444","2023-12-20 11:32:03.223293+03",NULL,"1022901495561"
533039,"З-03456","2023-12-21 12:05:02.844975+03",NULL,"1023403441380"
528560,"З-03332","2023-12-07 08:54:02.166974+03",NULL,"1027501147134"
528385,"З-03327","2023-12-06 16:25:01.543046+03",NULL,"1027810232680"
529483,"З-03356","2023-12-11 06:40:02.530447+03",NULL,"1027000853978"
534134,"З-03490","2023-12-26 09:13:01.614932+03",NULL,"1022402471992"
525171,"З-03231","2023-11-29 12:17:01.590442+03",NULL,"1025203750791"
523193,"З-03200","2023-11-24 16:19:01.779369+03",NULL,"1022100976347"
517856,"З-03050","2023-11-15 16:17:01.925002+03",NULL,"1027600693812"
512005,"З-02876","2023-11-08 12:56:01.824092+03",NULL,"1025401011680"
511632,"З-02861","2023-11-07 16:57:02.288027+03",NULL,"1021602857605"
510784,"З-02815","2023-11-03 14:36:02.455007+03",NULL,"1033600044070"
507023,"З-02679","2023-10-24 11:42:01.982605+03",NULL,"1021602857605"
504875,"З-02626","2023-10-20 11:36:02.119856+03",NULL,"1037739049105"
505123,"О-З-02626-001","2023-10-20 13:48:02.230523+03",504875,"1037739049105"
527152,"З-03279","2023-12-04 12:57:01.757696+03",NULL,"1037800006089"
417435,"О-З-00163-001","2023-06-27 18:16:01.908766+03",417345,"1027802505279"
421002,"О-З-00163-005","2023-06-30 16:42:01.863545+03",417345,"1027802505279"
427754,"О-З-00457-001","2023-07-06 12:42:01.726866+03",427693,"1027802505279"
428452,"О-З-00457-002","2023-07-06 15:36:02.37963+03",427693,"1027802505279"
428487,"О-З-00457-003","2023-07-06 15:52:01.831241+03",427693,"1027802505279"
428530,"О-З-00457-004","2023-07-06 15:58:02.095351+03",427693,"1027802505279"
434751,"О-З-00532-002","2023-07-16 19:08:01.868886+03",430747,"1027802505279"
427693,"З-00457","2023-07-06 12:30:02.365415+03",NULL,"1027802505279"
418124,"О-З-00171-001","2023-06-28 13:25:02.000981+03",417568,"1035607500224"
428807,"О-З-00430-002","2023-07-06 20:52:01.742214+03",426705,"1024001186483"
419844,"О-З-00223-002","2023-06-29 16:39:01.664819+03",419108,"1025203750791"
422321,"ОП-З-00312-001","2023-07-03 11:17:06.772368+03",421841,"1027000855980"
422050,"О-З-00310-001","2023-07-03 09:52:02.086779+03",421827,"1026602317994"
423403,"О-З-00303-001","2023-07-04 02:33:01.671156+03",421776,"1097901000890"
424243,"О-З-00363-001","2023-07-04 12:25:02.278901+03",423518,"1024800833628"
412366,"З-00009","2023-06-19 19:10:01.956106+03",NULL,"1149204039181"
414642,"З-00091","2023-06-23 12:48:01.670034+03",NULL,"1028301647032"
418294,"З-00195","2023-06-28 14:23:02.017562+03",NULL,"1025203750791"
412418,"З-00015","2023-06-20 08:51:01.45038+03",NULL,"1035605503878"
414865,"З-00095","2023-06-23 16:48:01.576387+03",NULL,"1020100708682"
414416,"О-З-00035-001","2023-06-23 11:16:01.982184+03",413063,"1023280750041"
412561,"З-00024","2023-06-20 10:49:01.561023+03",NULL,"1027802496732"
414248,"З-00084","2023-06-23 10:01:02.13286+03",NULL,"1021301063761"
415054,"З-00101","2023-06-26 08:26:02.368822+03",NULL,"1020400764295"
412373,"З-00010","2023-06-20 01:12:01.890275+03",NULL,"1038700000998"
415849,"З-00124","2023-06-27 09:44:02.175114+03",NULL,"1022401163322"
418683,"З-00206","2023-06-28 19:51:02.135235+03",NULL,"1026401590786"
413832,"З-00065","2023-06-22 16:00:02.245152+03",NULL,"1034316545064"
413464,"З-00052","2023-06-22 10:51:02.203564+03",NULL,"1023601581310"
412550,"З-00023","2023-06-20 10:39:01.99532+03",NULL,"2023061577000"
416189,"З-00129","2023-06-27 11:46:02.343804+03",NULL,"1027808757844"
416471,"З-00136","2023-06-27 14:25:01.388466+03",NULL,"1023900599359"
459218,"З-01435","2023-09-04 12:44:01.706374+03",NULL,"1025501174885"
417596,"З-00173","2023-06-28 09:05:01.975848+03",NULL,"1023401998707"
420753,"З-00263","2023-06-30 16:30:04.92813+03",NULL,"1027301181984"
424747,"З-00381","2023-07-04 14:55:01.445464+03",NULL,"1025201102288"
429735,"З-00513","2023-07-07 14:02:01.835694+03",NULL,"1021301063761"
420001,"З-00235","2023-06-29 17:14:01.728846+03",NULL,"1022601976154"
441288,"О-З-00804-002","2023-07-26 13:41:02.143937+03",440104,"1025500990085"
419832,"З-00233","2023-06-29 16:34:02.126072+03",NULL,"1023401998707"
424879,"З-00384","2023-07-04 15:38:02.4034+03",NULL,"1025203750791"
420733,"З-00261","2023-06-30 16:30:04.552901+03",NULL,"1023302752472"
420767,"З-00265","2023-06-30 16:30:05.225658+03",NULL,"1025301788775"
426298,"З-00421","2023-07-05 14:35:02.186782+03",NULL,"1027301181984"
420810,"З-00271","2023-06-30 16:30:06.237471+03",NULL,"1034700559475"
420897,"З-00283","2023-06-30 16:30:08.075514+03",NULL,"1026200958717"
416644,"З-00145","2023-06-27 15:28:02.367627+03",NULL,"1025203750791"
426721,"З-00431","2023-07-06 05:03:02.043298+03",NULL,"1027501164899"
420947,"З-00290","2023-06-30 16:30:09.46189+03",NULL,"1026401590786"
420904,"З-00284","2023-06-30 16:30:08.234849+03",NULL,"1034316545064"
421855,"З-00314","2023-07-03 08:05:01.509279+03",NULL,"1027000855980"
423037,"З-00338","2023-07-03 15:54:01.568604+03",NULL,"1023801752457"
421869,"З-00316","2023-07-03 08:39:01.481652+03",NULL,"1021200767500"
421790,"З-00305","2023-07-03 03:49:01.985598+03",NULL,"1097901000890"
422326,"З-00324","2023-07-03 11:15:01.581217+03",NULL,"1036300880747"
415020,"З-00099","2023-06-26 04:56:01.398557+03",NULL,"1034205010729"
415256,"З-00104","2023-06-26 09:43:01.439986+03",NULL,"1023800524802"
460277,"З-01465","2023-09-04 16:39:01.709921+03",NULL,"1149102131265"
426745,"З-00433","2023-07-06 07:21:02.02252+03",NULL,"1024101031790"
423525,"З-00364","2023-07-04 09:03:02.756804+03",NULL,"1027501164899"
427987,"З-00467","2023-07-06 13:44:02.0944+03",NULL,"1183123015052"
420848,"З-00276","2023-06-30 16:30:07.173911+03",NULL,"1022401793248"
424478,"З-00376","2023-07-04 13:45:02.265927+03",NULL,"1025201102288"
417568,"З-00171","2023-06-28 07:10:02.12628+03",NULL,"1035607500224"
423721,"З-00369","2023-07-04 10:19:02.184611+03",NULL,"1159102052317"
420276,"З-00246","2023-06-30 08:39:01.55907+03",NULL,"1024800833628"
424267,"З-00373","2023-07-04 12:31:02.630389+03",NULL,"1025100804453"
419673,"З-00230","2023-06-29 15:45:02.391132+03",NULL,"1023302752472"
417759,"З-00186","2023-06-28 10:54:01.930148+03",NULL,"1027100594707"
469379,"З-01744","2023-09-11 09:54:02.298298+03",NULL,"1022601974757"
469918,"З-01753","2023-09-11 11:40:02.176074+03",NULL,"1155074010508"
429620,"З-00505","2023-07-07 12:48:02.235526+03",NULL,"1023900599359"
417005,"З-00158","2023-06-27 16:30:01.523045+03",NULL,"1027301181984"
421185,"З-00293","2023-06-30 17:34:01.69291+03",NULL,"1022601976154"
416980,"З-00157","2023-06-27 16:28:02.322986+03",NULL,"1024400525522"
426244,"З-00420","2023-07-05 14:25:01.844762+03",NULL,"1022601954715"
420883,"З-00281","2023-06-30 16:30:07.867177+03",NULL,"1023401998707"
426374,"О-З-00378-001","2023-07-05 14:55:01.640875+03",424595,"1034316545064"
435570,"З-00673","2023-07-17 16:09:01.946421+03",NULL,"1021603467753"
426340,"З-00422","2023-07-05 14:48:02.332015+03",NULL,"1057747900143"
416479,"З-00137","2023-06-27 14:25:01.683593+03",NULL,"2023061477000"
417612,"З-00174","2023-06-28 09:26:01.793065+03",NULL,"1026604939855"
438695,"З-00754","2023-07-20 13:34:01.91617+03",NULL,"1022900521786"
420890,"З-00282","2023-06-30 16:30:07.957206+03",NULL,"1026401590786"
427770,"З-00460","2023-07-06 12:48:02.321352+03",NULL,"1026401590786"
428589,"З-00477","2023-07-06 16:47:46.37402+03",NULL,"1026103709499"
425764,"З-00409","2023-07-05 12:00:02.613556+03",NULL,"1025702657298"
435294,"З-00663","2023-07-17 15:37:02.34378+03",NULL,"1033301806537"
425088,"З-00392","2023-07-05 03:52:02.66709+03",NULL,"1027900510659"
429728,"З-00512","2023-07-07 13:56:02.119928+03",NULL,"1023900599359"
427480,"З-00452","2023-07-06 11:47:01.948033+03",NULL,"1024400523322"
425525,"З-00403","2023-07-05 11:06:01.69485+03",NULL,"1027100594707"
432198,"З-00567","2023-07-11 15:37:02.048392+03",NULL,"1025201102288"
435971,"З-00690","2023-07-18 08:10:02.07092+03",NULL,"1036300667534"
432784,"З-00583","2023-07-12 15:05:01.440296+03",NULL,"1025201102288"
430817,"З-00535","2023-07-10 11:28:01.389144+03",NULL,"1027808758669"
430441,"З-00525","2023-07-10 08:48:02.060364+03",NULL,"1142722001223"
435506,"З-00672","2023-07-17 16:01:01.53621+03",NULL,"1021100528240"
433721,"З-00612","2023-07-13 15:16:02.449903+03",NULL,"1022301812500"
425204,"З-00397","2023-07-05 09:44:02.524993+03",NULL,"1027301181984"
431430,"З-00545","2023-07-10 21:13:01.707884+03",NULL,"1024001186483"
431795,"З-00558","2023-07-11 11:52:02.058277+03",NULL,"1034700559475"
440222,"З-00809","2023-07-24 11:03:01.805225+03",NULL,"1027802496732"
435309,"З-00665","2023-07-17 15:40:01.929021+03",NULL,"1021000541803"
431525,"З-00553","2023-07-11 09:08:01.549438+03",NULL,"1021202051793"
431653,"З-00556","2023-07-11 10:08:01.932161+03",NULL,"1026401590786"
430927,"З-00536","2023-07-10 12:08:01.437782+03",NULL,"1022601974757"
431254,"З-00540","2023-07-10 15:46:02.725731+03",NULL,"1034700559475"
433730,"З-00613","2023-07-13 15:26:02.152608+03",NULL,"1034316545064"
435648,"З-00674","2023-07-17 16:18:02.178988+03",NULL,"1034316526342"
432062,"З-00564","2023-07-11 13:59:01.721093+03",NULL,"1041501903508"
427379,"З-00448","2023-07-06 11:37:01.63071+03",NULL,"1024800833628"
418667,"З-00205","2023-06-28 17:49:01.406596+03",NULL,"1025203750791"
418699,"З-00208","2023-06-29 02:52:01.859789+03",NULL,"1097901000890"
432415,"З-00573","2023-07-12 09:26:02.363007+03",NULL,"1023401998707"
435184,"З-00659","2023-07-17 14:43:02.174961+03",NULL,"1023500891512"
420796,"З-00269","2023-06-30 16:30:05.95001+03",NULL,"1025301788775"
432547,"З-00576","2023-07-12 12:06:01.6419+03",NULL,"1025402485580"
516233,"З-03005","2023-11-14 09:52:01.599262+03",NULL,"1026403670765"
434226,"З-00631","2023-07-14 10:32:02.402948+03",NULL,"1020502523623"
434594,"О-З-00642-001","2023-07-14 16:45:02.243783+03",434575,"1020100708682"
432526,"З-00575","2023-07-12 11:58:02.365659+03",NULL,"1025702657298"
418817,"З-00217","2023-06-29 09:25:01.616237+03",NULL,"1027501147134"
418874,"З-00218","2023-06-29 09:46:01.841666+03",NULL,"1025301788775"
423324,"З-00345","2023-07-03 19:00:01.901277+03",NULL,"1026401590786"
435907,"З-00681","2023-07-17 18:19:02.207181+03",NULL,"1027101506167"
436148,"З-00697","2023-07-18 10:05:02.183855+03",NULL,"1027739733922"
436252,"З-00702","2023-07-18 10:36:01.674525+03",NULL,"1022100909710"
423447,"З-00355","2023-07-04 04:40:02.563214+03",NULL,"1142722001223"
433913,"З-00621","2023-07-14 03:41:02.024713+03",NULL,"1021400756189"
434444,"О-З-00501-002","2023-07-14 13:57:01.697279+03",429395,"1037739049105"
435747,"З-00675","2023-07-17 16:32:01.514732+03",NULL,"1024400525522"
434983,"З-00656","2023-07-17 10:47:01.616264+03",NULL,"1037739049105"
427815,"З-00462","2023-07-06 12:56:01.949477+03",NULL,"1022401793248"
465177,"З-01600","2023-09-06 18:28:02.009344+03",NULL,"1156027004715"
436810,"З-00716","2023-07-18 14:05:01.77439+03",NULL,"1021300972769"
436670,"О-З-00711-001","2023-07-18 12:46:01.507405+03",436631,"1034800150758"
436403,"З-00706","2023-07-18 11:13:02.344977+03",NULL,"1025901510403"
436929,"З-00719","2023-07-18 14:45:02.264293+03",NULL,"1034316511041"
437210,"З-00726","2023-07-19 09:20:02.302625+03",NULL,"1035802000959"
431141,"З-00538","2023-07-10 13:41:01.697768+03",NULL,"1021301063761"
467114,"З-01657","2023-09-07 18:06:02.174217+03",NULL,"1159102004050"
450914,"З-01150","2023-08-23 09:24:01.714869+03",NULL,"1033301806537"
440003,"З-00801","2023-07-21 15:35:01.707694+03",NULL,"1033600044070"
440496,"З-00825","2023-07-25 08:41:02.231144+03",NULL,"1153668049028"
442104,"З-00871","2023-07-31 13:51:01.550187+03",NULL,"1030203921076"
441916,"З-00865","2023-07-31 09:32:02.340933+03",NULL,"1023800524802"
425013,"З-00389","2023-07-04 17:58:02.257182+03",NULL,"1024001340505"
440229,"З-00810","2023-07-24 12:07:01.916791+03",NULL,"1027802496732"
442159,"З-00874","2023-07-31 14:56:01.392435+03",NULL,"1030203921076"
471182,"З-01793","2023-09-12 09:42:02.225969+03",NULL,"1021900535975"
443230,"З-00913","2023-08-01 15:36:01.498284+03",NULL,"1155074010508"
442803,"З-00898","2023-08-01 11:19:02.266829+03",NULL,"1022301597647"
468059,"О-З-01688-001","2023-09-08 12:37:02.383433+03",468009,"1027809197635"
443704,"З-00927","2023-08-02 13:25:02.408866+03",NULL,"1021500511339"
443937,"З-00935","2023-08-03 11:31:02.136383+03",NULL,"1037000082305"
442937,"З-00903","2023-08-01 12:24:02.056674+03",NULL,"1027806887184"
443588,"З-00922","2023-08-02 11:18:02.275313+03",NULL,"1025501174885"
443777,"З-00929","2023-08-02 15:40:02.324058+03",NULL,"1025700525487"
470018,"З-01755","2023-09-11 11:53:02.036199+03",NULL,"1027810232680"
475186,"О-З-01901-001","2023-09-14 15:46:02.354615+03",474938,"1025100653687"
445485,"О-З-00990-007","2023-08-08 13:27:02.385142+03",445058,"1026201084800"
429640,"З-00506","2023-07-07 13:03:02.204175+03",NULL,"1025100804453"
461493,"З-01500","2023-09-05 13:19:01.4891+03",NULL,"1024502052530"
467766,"З-01682","2023-09-08 11:42:02.500566+03",NULL,"1033301806537"
461674,"З-01504","2023-09-05 13:43:02.302658+03",NULL,"1157847144542"
445924,"З-01021","2023-08-09 14:44:01.756443+03",NULL,"1023800524802"
459348,"З-01439","2023-09-04 12:56:02.218515+03",NULL,"1149204051061"
494844,"З-02381","2023-10-09 12:08:01.788496+03",NULL,"1021500582278"
459669,"З-01447","2023-09-04 13:52:01.47755+03",NULL,"1034316526342"
445309,"О-З-00990-005","2023-08-08 10:00:01.525425+03",445058,"2023080167000"
446398,"З-01036","2023-08-11 09:05:01.891666+03",NULL,"1022800710613"
467529,"З-01672","2023-09-08 09:36:02.391658+03",NULL,"1022301812500"
462145,"З-01516","2023-09-05 16:04:01.452118+03",NULL,"1027810241502"
459847,"З-01454","2023-09-04 14:39:02.099891+03",NULL,"1023201102572"
439343,"З-00788","2023-07-21 02:43:01.474292+03",NULL,"1022501296520"
439618,"З-00798","2023-07-21 11:18:02.251976+03",NULL,"1025801438651"
462253,"З-01519","2023-09-05 16:21:01.925841+03",NULL,"1022900529431"
462285,"З-01520","2023-09-05 16:28:02.23868+03",NULL,"1027101506167"
441725,"З-00859","2023-07-28 03:10:01.44891+03",NULL,"1022501296520"
462591,"З-01530","2023-09-05 17:27:02.051504+03",NULL,"1022301812500"
448327,"О-З-01068-001","2023-08-16 14:08:01.774614+03",447919,"1022302377558"
462672,"З-01532","2023-09-05 19:04:02.348469+03",NULL,"1025203045482"
461580,"О-З-01501-001","2023-09-05 13:34:01.556832+03",461518,"1021500582278"
449310,"О-З-01080-003","2023-08-17 14:31:02.30893+03",448389,"1022302377558"
448076,"О-З-01038-004","2023-08-16 10:40:01.860419+03",446476,"1033302008410"
449612,"З-01111","2023-08-17 18:04:02.273795+03",NULL,"1037811048989"
451731,"О-З-01193-001","2023-08-23 18:03:02.086979+03",451640,"1022200900138"
421797,"З-00306","2023-07-03 05:57:02.311425+03",NULL,"1027501164899"
423377,"З-00351","2023-07-03 21:58:01.947303+03",NULL,"1024001186483"
456360,"З-01343","2023-08-31 05:34:01.391998+03",NULL,"1022800710613"
466885,"З-01652","2023-09-07 16:26:02.597387+03",NULL,"1024800834250"
454802,"З-01301","2023-08-29 19:12:01.758052+03",NULL,"1030700203522"
505956,"З-02646","2023-10-23 09:14:01.79641+03",NULL,"1020900511268"
419692,"З-00232","2023-06-29 15:54:02.250986+03",NULL,"1034800150758"
495012,"З-02389","2023-10-09 13:17:01.905567+03",NULL,"1027301584067"
453095,"О-З-01229-001","2023-08-28 10:52:01.96443+03",452565,"1021500582278"
452736,"О-З-00993-003","2023-08-27 11:01:02.202453+03",445105,"1026901733110"
449619,"З-01112","2023-08-17 18:09:01.865272+03",NULL,"1027806887184"
480604,"З-02040","2023-09-21 11:19:02.02253+03",NULL,"1234567890123"
453748,"З-01261","2023-08-28 14:58:01.812656+03",NULL,"1127451018750"
454921,"З-01306","2023-08-30 06:21:02.333851+03",NULL,"1027501164899"
445361,"З-01006","2023-08-08 11:07:01.871164+03",NULL,"1034316511041"
467672,"З-01678","2023-09-08 11:08:02.222168+03",NULL,"1057747900143"
455739,"О-З-01289-003","2023-08-30 14:22:01.523049+03",454482,"1459102052317"
449955,"З-01125","2023-08-18 16:20:01.692362+03",NULL,"2023081867000"
426662,"З-00428","2023-07-05 17:45:01.926821+03",NULL,"1209200005486"
463086,"З-01547","2023-09-06 09:37:01.948023+03",NULL,"1020502523623"
469630,"З-01747","2023-09-11 10:24:02.127315+03",NULL,"1022900521786"
504574,"З-02620","2023-10-20 10:30:01.857552+03",NULL,"1020100700641"
474893,"З-01899","2023-09-14 14:25:01.940736+03",NULL,"1026900570201"
453037,"З-01242","2023-08-28 10:25:01.727593+03",NULL,"1025602002007"
470442,"З-01766","2023-09-11 14:18:02.179808+03",NULL,"1036894109614"
483591,"З-02121","2023-09-26 15:58:01.784692+03",NULL,"1027600693812"
457500,"З-01380","2023-09-01 10:36:01.721219+03",NULL,"1022304015359"
457622,"З-01383","2023-09-01 12:21:02.257879+03",NULL,"1027001688482"
459819,"З-01453","2023-09-04 14:22:02.325428+03",NULL,"1157847144542"
458712,"З-01415","2023-09-04 11:43:02.308767+03",NULL,"1023500891512"
476111,"З-01932","2023-09-15 12:40:01.933366+03",NULL,"1021500582278"
511973,"З-02874","2023-11-08 11:53:02.077689+03",NULL,"1026103709499"
464371,"З-01583","2023-09-06 15:40:01.852666+03",NULL,"1023402984373"
460588,"З-01476","2023-09-05 05:58:02.293281+03",NULL,"1022200814030"
463581,"З-01563","2023-09-06 13:10:01.421238+03",NULL,"1022900529431"
459225,"З-01436","2023-09-04 12:44:01.868941+03",NULL,"1057747900143"
459914,"З-01455","2023-09-04 14:55:01.740245+03",NULL,"1025201341560"
467633,"З-01676","2023-09-08 10:43:02.030968+03",NULL,"1030203921076"
459721,"З-01449","2023-09-04 13:58:01.748285+03",NULL,"1127451018750"
459077,"З-01432","2023-09-04 12:31:02.565776+03",NULL,"1020201933950"
460402,"З-01467","2023-09-04 17:38:01.57704+03",NULL,"1022301812500"
459376,"З-01440","2023-09-04 13:00:02.005168+03",NULL,"1021603065153"
459975,"О-З-01393-001","2023-09-04 15:22:02.263461+03",458173,"1156027004715"
461003,"З-01487","2023-09-05 10:40:02.224607+03",NULL,"1027501153074"
465582,"З-01613","2023-09-07 09:48:02.227655+03",NULL,"1027810232680"
533281,"З-03463","2023-12-21 16:06:02.187209+03",NULL,"1022900540552"
457101,"З-01364","2023-08-31 16:19:01.912053+03",NULL,"1023301283290"
486187,"З-02192","2023-09-28 16:36:01.552916+03",NULL,"1022301215947"
460435,"З-01469","2023-09-04 18:27:01.542868+03",NULL,"1027806887184"
455746,"З-01327","2023-08-30 14:31:01.829051+03",NULL,"1025202616119"
461244,"З-01494","2023-09-05 11:43:02.241576+03",NULL,"1023800844319"
461525,"З-01502","2023-09-05 13:26:01.828997+03",NULL,"1027001688482"
461107,"З-01490","2023-09-05 11:10:01.957379+03",NULL,"1153668049028"
478457,"З-01990","2023-09-19 12:07:02.308456+03",NULL,"1021500582278"
494377,"З-02370","2023-10-09 09:39:01.958077+03",NULL,"1021500582278"
468485,"З-01699","2023-09-08 15:58:02.513097+03",NULL,"1022301812500"
461795,"З-01510","2023-09-05 14:48:01.629261+03",NULL,"1023201102572"
461919,"З-01513","2023-09-05 15:23:02.262423+03",NULL,"1021603065153"
494637,"З-02378","2023-10-09 10:53:02.458308+03",NULL,"1024600966290"
476787,"З-01949","2023-09-15 16:55:01.890609+03",NULL,"1021500582278"
462651,"З-01531","2023-09-05 18:30:02.469437+03",NULL,"1037800006089"
465680,"З-01615","2023-09-07 10:22:02.000165+03",NULL,"1022800710613"
462240,"З-01518","2023-09-05 16:20:02.241505+03",NULL,"1127451018750"
468513,"З-01700","2023-09-08 16:02:01.461349+03",NULL,"1025201341560"
508428,"З-02716","2023-10-27 11:25:02.188196+03",NULL,"1025201740497"
498855,"О-З-02481-001","2023-10-13 12:43:02.336364+03",498762,"1021900535975"
494860,"З-02382","2023-10-09 12:13:01.742754+03",NULL,"1155074010508"
461909,"З-01512","2023-09-05 15:18:02.090445+03",NULL,"1156027004715"
464316,"О-З-01555-002","2023-09-06 15:34:02.186511+03",463337,"1025402485580"
465785,"З-01621","2023-09-07 10:52:02.39588+03",NULL,"1020502523623"
463424,"О-З-01525-001","2023-09-06 12:03:02.346526+03",462414,"1027101415846"
460343,"З-01466","2023-09-04 16:52:01.633513+03",NULL,"1027810241502"
463053,"З-01546","2023-09-06 09:11:01.950656+03",NULL,"1027000891246"
